target,Idx
0.5426148770272066,10
0.08521797920697442,100
0.13284317796489045,1000
0.03140919429738853,10000
0.1755722920763446,10009
0.03741627599749245,1001
0.05512898303194343,10010
0.06702359616260861,10012
0.029307648511121803,10014
0.07085646454609588,10016
0.14715611288144345,10017
0.1230504267414743,10023
0.8275212008414061,10028
0.18008562999848254,10029
0.06587349850646573,10030
0.175423832799817,10034
0.07715107007140212,10037
0.3645289653823893,10041
0.25289080737501024,10045
0.3515013001928628,10047
0.01803690303869834,10049
0.05227169441069641,10052
0.1646375725146027,10055
0.06690979065248434,10057
0.08926086060262907,10061
0.15403955485646745,10065
0.05014239528917002,10074
0.1567158438512266,10082
0.06775392027036763,10090
0.06772166501653767,10095
0.07520577093936358,10097
0.10022506710976486,101
0.030522677510431234,10102
0.06463254171520832,10104
0.05551933637978652,10107
0.037720991521892636,10108
0.045944374219185874,10112
0.03217832208615711,10115
0.07731882773722935,10118
0.0999918817524261,1012
0.030154683835630164,10120
0.02332217573136185,10122
0.5504644767969559,10123
0.06250054714486168,10125
0.03954767107547195,1013
0.02759896715515372,10130
0.1578541639218283,10140
0.061648925263170395,10141
0.0556298204446816,10148
0.12406978746384939,1015
0.07589962728506336,10157
0.20354425251647867,10163
0.05305027874431753,10172
0.06011336018790036,10173
0.13190441318355067,10174
0.04404835818762199,10175
0.2562518453556642,10178
0.24004327697217984,10181
0.6111322301732587,10182
0.06748056593221992,10183
0.11405426455234526,10185
0.08135103145335892,10187
0.2231918469495864,10188
0.12328047154076809,10190
0.5687009796915753,10192
0.17793316215326574,102
0.15243170974890813,10201
0.29124481515160483,10202
0.49307256006259825,10203
0.11678563326251268,10210
0.07349589371644177,10213
0.07976095222888305,10215
0.017274717759087666,10216
0.054793485102857344,10217
0.4975377763485486,10218
0.03848066157056389,1022
0.0674768964249663,10221
0.03177492763102726,10223
0.05883140263795619,10226
0.1256985496710012,10228
0.13238080369265715,10229
0.09981304659093718,1023
0.14501879005213839,10233
0.04037876765581153,10234
0.269572563719407,10235
0.04655988052218789,10244
0.44186520476441293,10246
0.06364639761525728,10247
0.48482077250977196,10248
0.07538565787788595,10253
0.06409495753707035,10255
0.08777623404396437,10256
0.06172136974833243,10257
0.09823777934888447,10259
0.02130720664900643,10261
0.022396726994080764,10266
0.14872251184950572,10269
0.0721925647953021,10270
0.14148897524295034,10272
0.024946619290504114,10274
0.2169716222075497,10275
0.21905746193979295,10280
0.15939382555601062,10287
0.15478495552340754,10290
0.21348720579328312,10291
0.05368554625709004,10292
0.09819981841164352,10293
0.06935358353861469,10294
0.249014171001451,10295
0.3209340591214477,10297
0.09445018593649497,103
0.13045178913789504,10305
0.02792216350226983,10307
0.03611042920518,10310
0.017998382641742472,10312
0.08664225936167122,10313
0.02966347826624743,10314
0.5369212105617682,1033
0.08830699776228874,10334
0.13917633825305356,10336
0.11953102296062144,10340
0.3028377077842716,10344
0.2552247652425377,10354
0.5322662059913298,10358
0.05870354867723434,10361
0.035042203067284276,10366
0.1557815021346735,10372
0.04630447520456819,10375
0.09863228035736248,10377
0.27093812012348517,10378
0.0763943445371305,1038
0.07823843086020965,10386
0.03697833428107955,10388
0.03828621471080915,10389
0.04023160648577218,10390
0.20733746409946652,10392
0.07969100257442491,10394
0.04915140535938355,10395
0.10082298717272484,10399
0.019904770075464116,10400
0.07403917300996656,10401
0.04615950935813373,10405
0.04562651228865598,10407
0.06363627050406004,1041
0.03530837190177946,10410
0.1033041380009711,10415
0.05249756147156587,10419
0.1153061061933225,1042
0.027712623496573708,10424
0.14746274131125992,10426
0.1772284864286697,10428
0.10119957305278733,10429
0.08057845755825865,1043
0.20213949641409032,10434
0.21878575319140658,1044
0.15170031145482704,10442
0.047356682682987684,10444
0.04166967978457411,10453
0.21269343219168818,10455
0.03849160600947372,10458
0.08510799886377263,10461
0.6112903623515279,10463
0.04453860573405544,10466
0.12372937424589407,10468
0.007308077460354152,10472
0.2680813716451823,10474
0.0391287251413754,10479
0.06708219254538182,10480
0.24757346508400932,10486
0.2911394931829991,10488
0.12285408382342518,10489
0.052194196111773915,10490
0.0420753584906401,10497
0.07840348519814012,10498
0.057942920268138715,10499
0.1367969086406121,105
0.044093929107602486,1050
0.049592114826680626,10504
0.12922315679950785,10508
0.06605901248178102,10510
0.03404432664220288,10511
0.046986603879047184,10513
0.04308928429949023,10515
0.02432869761362112,10516
0.026716306697621452,10518
0.0829667549817693,10520
0.020279083866033915,10523
0.155878397326737,10538
0.032293415981474644,10543
0.5348741589159289,10544
0.14354620278879723,10549
0.034011344452992566,10550
0.044087900422978075,10552
0.1250832608825313,10557
0.27131055744645627,10558
0.07350100398828072,1056
0.10676868778601085,10563
0.1734240213727818,10568
0.4841322181366331,10569
0.1387546251912958,1057
0.05084879106685923,10570
0.23861117211858035,10572
0.031019696324125528,10574
0.03988264570417876,1058
0.02799115249254192,10585
0.11084411296880187,10587
0.10183856827960212,10588
0.02586471488183299,10589
0.11181732252974005,10596
0.11890504110039603,10599
0.02716372059247843,106
0.04643983471293795,10603
0.23933787132644394,10605
0.056185443602591666,10606
0.08063667757936513,10609
0.02198729675832745,10611
0.05622913447150666,10612
0.14465543098373904,10614
0.08804821083065861,10616
0.16262146398873506,10623
0.10751208506805363,10625
0.11971799805189608,10626
0.08153205079960316,10627
0.1178236926579655,10628
0.2179940422308776,10630
0.10097910165261126,10636
0.04921017282946486,10637
0.06930638029193323,10646
0.01966184438254932,10647
0.014498822432054177,10648
0.1109617028548917,10650
0.18655791210702893,10653
0.1057368832738679,10657
0.11975560859761968,10658
0.31273605144824956,10659
0.07877527797344011,10661
0.04969622843022393,10664
0.08300935075697298,10666
0.03135064143600625,10667
0.6033998677106491,10674
0.03928937802833965,10675
0.04436528635890346,10676
0.10565150741519115,10684
0.08785417351810589,10687
0.4449557922613847,10688
0.06850234757932172,10691
0.15070841457870204,10694
0.12207454417630763,10698
0.05273586078294058,10699
0.12907473550477883,107
0.06281897584162108,10702
0.34760883826589634,10703
0.03693498722527658,10706
0.08122581809886888,10707
0.14306033380151995,10708
0.037470531088723155,10709
0.03046340336390712,1071
0.11547398586291974,10710
0.05706034208927804,10712
0.062302624055356,10713
0.05960196966261531,10715
0.029464645634429545,10716
0.11057202734007465,10719
0.16783950270691253,10726
0.10394683652539843,10732
0.09181808833804149,10736
0.048862347845721035,10737
0.34039465212680453,10743
0.18400367367678666,10744
0.024519347190658135,10745
0.09669210077593911,10748
0.1426409927859941,10749
0.007806555844778163,1075
0.17418195500645597,10752
0.207839663170447,10757
0.04756840539330744,10760
0.1945362909812749,10763
0.2301584203440808,10765
0.15766321120546622,10768
0.2090706023284594,1077
0.12588078669658034,10771
0.31693167337465644,10773
0.10526310233427935,10774
0.062282893783302935,10776
0.2645644454303557,1078
0.04587208474843967,10780
0.046304566854242835,10781
0.04036986452755787,10782
0.026439493685567736,10783
0.37126240894497947,10785
0.048148565539443834,10787
0.22603945030717798,1079
0.06499496747051724,10791
0.11249952174757606,10793
0.0620768100436214,10795
0.04490738191000662,10796
0.16379684408175071,1080
0.04797868831004218,10802
0.19276122306257723,10811
0.05812490726213955,10814
0.16391365069537037,10817
0.05723353447709153,10818
0.15021996314395383,1082
0.04641865045088881,10821
0.14060964567724632,10822
0.06777147079710372,10823
0.04252689432454953,10824
0.16357609028692066,10825
0.02902672400310309,10827
0.15786737710842594,10828
0.07245489440550344,1083
0.0795295894530763,10830
0.04372376270276181,10831
0.03803919737850429,10832
0.10333134025228284,10835
0.021566256676482952,10841
0.12266259682658956,10842
0.10339220821829483,10843
0.10562482294960623,10844
0.0788434348655723,10845
0.031826021687568096,10846
0.06653899839326197,10847
0.018695156144100965,1085
0.062438928967740816,10850
0.038405073463578694,10851
0.11189457328790237,10852
0.021697223719936907,10853
0.027268339737605046,10855
0.06499324258831664,10857
0.09403899793372593,10861
0.09041076332425949,10864
0.02136059921665874,10865
0.06468840429170641,10867
0.050589551350459463,10873
0.21146558065829552,10877
0.009002747683102049,10878
0.027943325247969383,10879
0.2157076866501301,10887
0.10321009303362194,10892
0.055155086248120044,10893
0.030528045857007358,10895
0.13372381852057894,10897
0.0427462899302348,1090
0.06416614099422914,10901
0.044686675458939826,10907
0.08428504974881211,10909
0.05202407898905867,1091
0.05447324479557045,10910
0.01198519782090608,10913
0.03387402118809558,10916
0.018659142712115846,10917
0.018522248555953243,10920
0.24413662536848638,10924
0.03329110246178906,10926
0.052017060020794474,10929
0.03571564735632992,1093
0.32567924065842546,10932
0.047367380449754866,10933
0.05102350816195662,10942
0.1629679848939319,10945
0.15033736246383636,10946
0.07145283066086201,10951
0.052365176553196016,10956
0.07821191020891329,10957
0.09876503065785354,1096
0.027010564374877834,10963
0.05976260183275603,10969
0.05244169190637788,1097
0.027061135105179285,10978
0.06589682026506964,10979
0.03165820170031517,10991
0.05380249500216138,10994
0.039439745353115355,10995
0.0631726848750439,11002
0.03403628512623986,11004
0.02266201579371923,11005
0.11321194896609764,11006
0.0364417149950629,11009
0.11745556588868541,11011
0.09522529571702561,11016
0.10892597574830616,11017
0.058985877946988986,11020
0.6908036942809751,11022
0.027109518501819998,11026
0.05191761387167195,11027
0.12338965259780998,11028
0.014352578789776577,11029
0.04395206752956794,11031
0.3626963454075783,11032
0.07343232677410184,11033
0.08338795789457255,1104
0.09865690982275295,11041
0.08108347256229982,11044
0.06091865305744314,1105
0.008400334320713422,11051
0.08053427583230147,11054
0.07507492123054818,11056
0.017043218805680226,11058
0.12503895421386166,1106
0.08129266241642903,11061
0.07049903975136283,11063
0.08127798415818346,11064
0.14155723255924327,1107
0.15946601548424133,11071
0.03934653781896171,11079
0.04030351409253402,1108
0.08182398321381076,11081
0.04382975177554326,11083
0.029665257407625756,11087
0.23816060985100224,11090
0.06377571021203293,11093
0.062213770236873626,11097
0.13637040153142369,11099
0.1657304711298472,111
0.05981181587564365,11100
0.758305819525858,11105
0.25591659415550955,11107
0.0761755567729939,1111
0.07041823819692207,11113
0.03428146149492264,11117
0.08572581474779044,11118
0.04039709702414227,1112
0.06306725277049458,11120
0.5500098443425623,11123
0.722338196971173,11126
0.027169433496123593,11128
0.24610174536248972,11130
0.05793906496590657,11131
0.08681316602293271,11132
0.09146047226834213,11134
0.11322044833933412,11136
0.06146790110788013,11137
0.7132411702882698,11144
0.09739834907672175,11149
0.09953956600187441,11159
0.04624034533661846,11164
0.04648993451591768,11168
0.05088920706320663,1117
0.026853182948151984,11170
0.031076370895656853,11171
0.6007701153853218,11172
0.05616038434864455,11183
0.0734963394277213,11187
0.05274614098584014,11191
0.11063675884133528,11192
0.06164766671134267,11193
0.07164284179158512,11196
0.04669991927975708,1120
0.0970325080119512,11202
0.016543496799936434,11207
0.10581235460663185,11209
0.07922850959720755,1121
0.09053261487099523,11211
0.13950291305098902,11212
0.05754096163271069,11219
0.05216781049224937,11220
0.2425805158026888,11224
0.05975422124097803,11228
0.023597686194122097,11230
0.1626806686690053,11233
0.20061838436389628,11235
0.07220971291397339,11239
0.06084649035740557,11240
0.02225477969700349,11242
0.0869650331459664,11243
0.10285832364182748,11244
0.06067931040158819,11247
0.05839648205755614,11250
0.036025448789112485,11252
0.019497227920629547,11255
0.03803898562417326,11257
0.058393319339152296,11262
0.1168032698948477,11267
0.08408405975010366,11268
0.06380979689129967,1127
0.05852976937002322,11271
0.03986712877667828,11274
0.12121629110588386,11280
0.11829837606404119,11284
0.17393411772982603,11285
0.1471566844590311,11286
0.07665704328809343,11287
0.09817432650004446,11290
0.05317126885573559,11292
0.14684189743613926,11294
0.11457423383017785,113
0.08081066205907324,1130
0.20730364528555234,11302
0.14480930822990137,11304
0.037365238119118,11306
0.042795312008266834,11309
0.0453143769360913,11315
0.06976616809576508,11319
0.06860565384870086,1132
0.04574770224510447,11322
0.14821575396434547,11324
0.0776168960586001,11328
0.08757709515345173,11329
0.08242732597381157,11331
0.16932568804651385,11336
0.3073981647439869,11345
0.07904702173162886,1135
0.11176648831907852,11350
0.08155369179819509,11353
0.1611558996635394,11355
0.12786653976756748,11360
0.06703582569274041,11361
0.14454545424475676,11368
0.08537877218708015,1137
0.015762256849572016,11373
0.031033744975270464,11377
0.2022155254154045,11384
0.12005268114695429,11386
0.15479695861164136,11388
0.06683621258047864,11391
0.17690703942316754,11393
0.057101734946644896,11394
0.03665520504534694,11397
0.03618096233538034,11398
0.11618984520323002,114
0.06109732898856801,11401
0.03651544413358664,11402
0.040420085912148684,11405
0.08616955913984954,11408
0.11060062500377857,11410
0.4402525480239272,11411
0.12238861405469406,11412
0.08444696416882881,11414
0.21832788219758428,11416
0.15610839012949035,11417
0.039231458014879074,11419
0.04901989772494385,11421
0.278336322481962,11422
0.058743287917931264,11423
0.032889749711158586,11426
0.28065969346005437,1143
0.060110235911970775,11431
0.20693889680932367,11432
0.05942126472925347,11435
0.10626357092122547,11444
0.05867908890062928,11454
0.03077423826052233,11457
0.0413679557275649,1146
0.08340977434724475,11461
0.01598394683394456,11463
0.02712828301121102,11464
0.04885726806135067,11465
0.18715176009351733,11467
0.5319649286650738,11468
0.26806040510754703,11471
0.03399522480302929,11473
0.04427980783394484,11474
0.08192894727696864,11475
0.052159262842225926,11482
0.1385502422438136,11483
0.06644638477208013,11488
0.058405901608957304,1149
0.06853727207351863,11492
0.21441341194804736,11497
0.22382987967563525,1150
0.2653172717329876,11500
0.5386705227922391,11507
0.08900288591548484,11508
0.04228190721387705,1151
0.10620142050425373,11513
0.12956276926127822,11514
0.02024000429110777,11516
0.06793906742566792,11521
0.32736702104576143,11524
0.052259615137857374,11525
0.08467088487008914,11526
0.6768616763776432,11527
0.16379063091815818,11532
0.1617102828096575,11534
0.10898357172123645,11541
0.0827272740797477,11544
0.0709672569872116,11547
0.04475081803407863,11550
0.07113685720578616,11551
0.026213087489263587,11553
0.045174095227395274,11558
0.09598613587164247,11559
0.059674543134643356,11561
0.0635846483983811,11562
0.02527589698584592,11564
0.2178857952727361,11568
0.024306282793475402,11572
0.14295732227884464,11573
0.17109603880572632,1158
0.05158009454162616,11588
0.13917484725807172,11589
0.04713435434905197,11599
0.12093812336464023,116
0.08510308454170996,11602
0.09346353591868244,11604
0.03297432252934689,11609
0.1533226622608842,11616
0.8816587717314459,11618
0.06109814513356414,11619
0.0816841887848221,11622
0.4108982777174123,11626
0.05430548120109627,11628
0.09721801590854148,1163
0.4288610285631508,11631
0.10624954847926887,11633
0.08095095207786299,11634
0.03462747750295699,11636
0.01650650719827229,11637
0.022227003701234843,11640
0.15043551652241996,11648
0.06789600988931055,1165
0.02127230807736658,11653
0.6852222735015777,11655
0.27828098384115285,11656
0.08333241603846527,1166
0.07324845200649642,11660
0.03546249782827025,11661
0.03154007885617584,11662
